OBJECTID,Countyname,ST_Name,ST_Abbr,ST_ID,FIPS,FatalityRa,Confirmedb,DeathsbyPo,PCTPOVALL_,Unemployme,Med_HH_Inc,State_Fata,DateChecke,EM_type,EM_date,EM_notes,url,Thumbnail,Confirmed,Deaths,Age_85,Age_80_84,Age_75_79,Age_70_74,Age_65_69,Beds_Licen,Beds_Staff,Beds_ICU,Ventilator,POP_ESTIMA,POVALL_201,Unemployed,Median_Hou,Recovered,Active,State_Conf,State_Deat,State_Reco,State_Test,AgedPop,NewCases,NewDeaths,TotalPop,NonHispWhP,BlackPop,AmIndop,AsianPop,PacIslPop,OtherPop,TwoMorPop,HispPop,Wh_Alone,Bk_Alone,AI_Alone,As_Alone,NH_Alone,SO_Alone,Two_More,Not_Hisp,Age_Less15,Age_15_24,Age_25_34,Age_Over75,Agetotal,NonHisp,Age_35_64,Age_65_74,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Day_7,Day_8,Day_9,Day_10,Day_11,Day_12,Day_13,Day_14,Shape__Area,Shape__Length
2988,Wahkiakum,Washington,WA,53,53069,0,112.97,0,10.9,6.5,75.2361,0,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/24/2020 4:16:50 AM,Government statewide Public Schools shutdown,https://bao.arcgis.com/covid-19/jhu/county/53069.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,5,0,0,0,0,0,0,0,0,0,0,4426,475,86,55692,0,0,0,0,0,686005,0,0,0,4189,3651,54,51,65,1,44,59,264,3856,54,51,65,1,81,81,4189,532,467,196,490,4189,3925,1602,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1554232495.29688,183626.665822946
2989,Walla Walla,Washington,WA,53,53071,1.36986301369863,359.48,4.92432947047044,13.3,4.7,77.4476,3.53699330972058,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/24/2020 4:16:50 AM,Government statewide Public Schools shutdown,https://bao.arcgis.com/covid-19/jhu/county/53071.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,219,3,1744,1242,1655,2275,3408,142,120,28,5,60922,7483,1383,57329,0,0,40656,1438,0,686005,10324,0,0,60236,43303,1031,253,974,90,114,1682,12789,50823,1106,443,994,90,4278,2502,60236,10648,10168,7664,4641,60236,47447,21432,5683,0,15,0,5,4,2,6,7,3,1,5,1,4,5,7028219542.07031,407548.961862332
2990,Whatcom,Washington,WA,53,53073,5.77464788732394,314.6,18.1669140616346,14.9,4.7,84.1117,3.53699330972058,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/24/2020 4:16:50 AM,Government statewide Public Schools shutdown,https://bao.arcgis.com/covid-19/jhu/county/53073.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,710,41,4269,3531,5937,9336,12423,253,207,24,5,225685,32753,5295,62262,0,0,40656,1438,0,686005,35496,0,0,216812,172002,2065,5874,8933,585,248,7128,19977,181943,2212,6537,8977,619,6978,9546,216812,35673,38487,28586,13737,216812,196835,78570,21759,0,18,0,3,4,4,8,6,4,4,10,14,13,7,12921815281.7031,787598.671610364
2991,Whitman,Washington,WA,53,53075,0,90.38,0,25.4,4.3,61.3174,3.53699330972058,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/24/2020 4:16:50 AM,Government statewide Public Schools shutdown,https://bao.arcgis.com/covid-19/jhu/county/53075.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,45,0,632,531,882,1262,1537,61,50,10,4,49791,11053,1025,45389,0,0,40656,1438,0,686005,4844,0,0,48593,38353,1041,171,4093,91,78,1761,3005,40133,1075,232,4105,91,819,2138,48593,6210,18542,6807,2045,48593,45588,12190,2799,0,1,0,0,5,0,0,0,0,1,-2,2,0,1,12077423319.3359,570576.278147066
2992,Yakima,Washington,WA,53,53077,2.3393252893376,3230.12,75.5629439322956,16.5,6.3,69.4068,3.53699330972058,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/24/2020 4:16:50 AM,"Local Disaster Declarations: Yakima Board of County Commissioners, with recommendation from the Yakima Health District and Yakima Valley Emergency Management, declared a local health emergency",https://bao.arcgis.com/covid-19/jhu/county/53077.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,8122,190,4040,3989,5811,8235,10812,440,371,52,15,251446,40961,8190,51377,0,0,40656,1438,0,686005,32887,0,0,249325,108938,1935,8962,2174,173,107,5092,121944,194796,2685,10482,2267,181,30578,8336,249325,62487,36391,32762,13840,249325,127381,84798,19047,0,188,0,66,115,57,62,145,93,47,79,142,57,63,23516153720.3203,743313.953128798
2993,Barbour,West Virginia,WV,54,54001,5,120.96,6.04777744179014,20,6,90.322,2.24901460700209,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 8:04:59 PM, ,https://bao.arcgis.com/covid-19/jhu/county/54001.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,20,1,381,409,500,734,1154,72,12,2,1,16535,3110,409,39776,0,0,4313,97,0,208225,3178,1,0,16730,15991,207,59,96,0,18,274,85,16057,207,59,96,0,29,282,16730,2760,2665,1723,1290,16730,16645,6404,1888,1,0,1,1,0,0,0,2,0,0,0,0,0,0,1477213664.75,185597.744776668
2994,Berkeley,West Virginia,WV,54,54003,1.86219739292365,458.49,8.53803266651298,11.5,4.1,135.3808,2.24901460700209,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 8:06:59 PM, ,https://bao.arcgis.com/covid-19/jhu/county/54003.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,537,10,1331,1653,2705,4616,5645,195,146,21,15,117123,13275,2312,59619,0,0,4313,97,0,208225,15950,4,0,113495,95601,8207,58,1162,0,546,3126,4795,98773,8721,58,1162,0,1372,3409,113495,22395,13377,15198,5689,113495,108700,46575,10261,4,2,8,6,9,8,8,12,2,10,7,1,2,4,1399779122.625,198108.151264293
2995,Boone,West Virginia,WV,54,54005,0,154.89,0,22.5,6.1,86.5389,2.24901460700209,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 8:04:59 PM, ,https://bao.arcgis.com/covid-19/jhu/county/54005.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,34,0,266,517,811,1078,1511,25,25,4,2,21951,4890,458,38110,0,0,4313,97,0,208225,4183,1,0,22817,22299,209,8,53,0,4,192,52,22349,209,8,53,0,4,194,22817,4033,2572,2341,1594,22817,22765,9688,2589,1,0,2,2,2,-1,4,1,0,0,3,-1,0,1,2103633035.15625,315930.746649355
2996,Braxton,West Virginia,WV,54,54007,0,35.49,0,21.6,7,89.2229,2.24901460700209,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 8:04:59 PM, ,https://bao.arcgis.com/covid-19/jhu/county/54007.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,5,0,268,366,607,966,847,25,25,4,2,14089,2953,358,39292,0,0,4313,97,0,208225,3054,0,0,14282,13852,42,0,0,26,0,209,153,13978,55,0,0,29,5,215,14282,2341,1572,1607,1241,14282,14129,5708,1813,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,2197614306.99219,216344.832785984
2997,Brooke,West Virginia,WV,54,54009,0,126.11,0,13.7,6.1,109.7734,2.24901460700209,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 8:07:28 PM, ,https://bao.arcgis.com/covid-19/jhu/county/54009.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,28,0,489,734,976,1032,1839,238,199,21,9,22203,2930,603,48342,0,0,4313,97,0,208225,5070,1,0,22772,21799,377,1,74,40,28,254,199,21947,398,1,74,40,37,275,22772,3302,3076,2210,2199,22772,22573,9114,2871,1,3,-1,6,4,0,0,4,1,1,0,0,0,0,412157951.886719,103315.152503548
2998,Cabell,West Virginia,WV,54,54011,0,213.46,0,19.3,4.7,90.3538,2.24901460700209,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 8:04:59 PM, ,https://bao.arcgis.com/covid-19/jhu/county/54011.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,199,0,2237,1892,3127,4226,5498,1051,995,85,31,93224,17242,1955,39790,0,0,4313,97,0,208225,16980,-1,0,95318,85679,4803,171,1275,53,219,1791,1327,86443,4803,171,1302,53,538,2008,95318,15782,15998,12049,7256,95318,93991,34509,9724,-1,2,4,8,2,12,5,9,5,4,7,12,6,2,1216395409.92969,194547.67748377
2999,Calhoun,West Virginia,WV,54,54013,0,55.14,0,22.8,10.4,82.6196,2.24901460700209,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 8:04:59 PM, ,https://bao.arcgis.com/covid-19/jhu/county/54013.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,4,0,196,169,302,432,582,42,25,4,1,7254,1637,252,36384,0,0,4313,97,0,208225,1681,0,0,7396,7191,2,11,0,0,0,40,152,7339,2,11,0,0,1,43,7396,1232,687,704,667,7396,7244,3092,1014,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1200046495.64063,204740.245204
3000,Clay,West Virginia,WV,54,54015,8.33333333333333,139.02,11.5848007414272,25.1,8.4,81.709,0,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 8:04:59 PM, ,https://bao.arcgis.com/covid-19/jhu/county/54015.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,12,1,0,0,0,0,0,0,0,0,0,8632,2142,263,35983,0,0,0,0,0,208225,0,0,0,8785,8714,1,12,0,22,0,29,7,8721,1,12,0,22,0,29,8785,1647,962,862,708,8785,8778,3596,1010,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1453729438.38281,169693.284078899
3001,Doddridge,West Virginia,WV,54,54017,0,0,0,19,4,101.56,0,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 8:04:59 PM, ,https://bao.arcgis.com/covid-19/jhu/county/54017.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,0,0,0,0,0,0,0,0,0,0,0,8406,1418,158,44725,0,0,0,0,0,208225,0,0,0,8536,8149,115,22,26,0,0,161,63,8207,115,22,26,0,5,161,8536,1095,1078,1018,660,8536,8473,3631,1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1387236627.25,188316.9876135
3002,Fayette,West Virginia,WV,54,54019,4.76190476190476,195.27,9.29843321400344,22.5,6.4,85.9871,2.24901460700209,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 8:04:59 PM, ,https://bao.arcgis.com/covid-19/jhu/county/54019.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,84,4,1129,1165,1259,1751,3369,94,50,7,3,43018,9236,1015,37867,0,0,4313,97,0,208225,8673,3,0,44126,40797,2232,104,30,18,20,432,493,41219,2232,104,30,18,59,464,44126,7588,4710,4966,3553,44126,43633,18189,5120,3,2,0,0,1,3,3,4,1,0,0,1,0,0,2794635774.875,286081.97466674
3003,Gilmer,West Virginia,WV,54,54021,0,161.97,0,24.8,6.3,86.682,0,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 8:04:59 PM, ,https://bao.arcgis.com/covid-19/jhu/county/54021.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,13,0,0,0,0,0,0,0,0,0,0,8026,1521,150,38173,0,0,0,0,0,208225,0,0,0,8205,6645,900,21,84,0,9,218,328,6792,900,29,84,0,142,258,8205,1023,1480,1037,608,8205,7877,3334,723,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1457927058.68359,198530.800092355
3004,Grant,West Virginia,WV,54,54023,0,189.23,0,14.9,5.7,95.7037,2.24901460700209,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 8:06:36 PM, ,https://bao.arcgis.com/covid-19/jhu/county/54023.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,22,0,283,277,522,745,923,45,25,3,2,11626,1703,329,42146,0,0,4313,97,0,208225,2750,2,0,11641,11258,191,0,0,0,0,100,92,11312,191,0,0,0,38,100,11641,1798,1305,1184,1082,11641,11549,4604,1668,2,1,0,3,0,0,0,0,0,0,0,0,0,0,2067815150.05469,258589.562254112
3005,Greenbrier,West Virginia,WV,54,54025,4.22535211267606,204.11,8.62415914448341,15.8,5.1,85.5284,2.24901460700209,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 8:04:59 PM, ,https://bao.arcgis.com/covid-19/jhu/county/54025.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,71,3,771,1007,1566,1875,2633,122,92,12,2,34786,5389,800,37665,0,0,4313,97,0,208225,7852,0,0,35347,32664,862,15,231,0,120,789,666,33214,862,15,231,0,168,857,35347,5770,3553,3977,3344,35347,34681,14195,4508,0,0,2,1,1,0,1,2,1,3,0,1,1,0,4273350655.92188,362435.427206287
3006,Hampshire,West Virginia,WV,54,54027,2.38095238095238,179.89,4.28320555103439,20,4.2,100.9174,2.24901460700209,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 8:06:36 PM, ,https://bao.arcgis.com/covid-19/jhu/county/54027.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,42,1,599,332,977,1186,1878,44,14,2,2,23347,4568,446,44442,0,0,4313,97,0,208225,4972,0,0,23363,22384,322,80,63,0,5,181,328,22680,343,80,63,0,9,188,23363,3548,2734,2308,1908,23363,23035,9801,3064,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2792509784.5625,239759.98190255
3007,Hancock,West Virginia,WV,54,54029,0,151.23,0,13.2,5.9,107.405,0,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 8:07:28 PM, ,https://bao.arcgis.com/covid-19/jhu/county/54029.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,44,0,0,0,0,0,0,0,0,0,0,29094,3788,758,47299,0,0,0,0,0,208225,0,2,0,29680,27858,532,73,149,8,0,611,449,28233,557,79,149,8,0,654,29680,4656,3054,3022,2908,29680,29231,12454,3586,2,1,3,3,1,2,0,4,2,0,3,0,1,0,394834406.363281,101981.496988321
3008,Hardy,West Virginia,WV,54,54031,0,341.2,0,12.9,5.5,98.9441,0,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 8:06:36 PM, ,https://bao.arcgis.com/covid-19/jhu/county/54031.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,47,0,0,0,0,0,0,0,0,0,0,13775,1753,318,43573,0,0,0,0,0,208225,0,0,0,13842,12478,762,77,225,0,3,79,218,12658,762,77,225,0,11,109,13842,2318,1423,1364,1227,13842,13624,5792,1718,0,1,0,0,0,1,0,0,0,0,0,1,0,1,2511499051.16797,264170.583367033
3009,Harrison,West Virginia,WV,54,54033,0.819672131147541,180.6,1.48029724368653,16.7,4.5,108.8651,2.24901460700209,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 8:04:59 PM, ,https://bao.arcgis.com/covid-19/jhu/county/54033.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,122,1,1694,1448,2347,2644,4558,483,423,20,17,67554,11089,1542,47942,0,0,4313,97,0,208225,12691,0,0,68209,64316,1130,7,409,8,17,1223,1099,65149,1151,39,409,30,49,1382,68209,12147,7704,8239,5489,68209,67110,27428,7202,0,7,6,5,13,7,5,8,1,1,3,1,4,1,1802888532.71875,208270.628744508
3010,Jackson,West Virginia,WV,54,54035,12.1621621621622,515.57,62.7046610464711,16.7,4,110.6567,2.24901460700209,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 8:04:59 PM, ,https://bao.arcgis.com/covid-19/jhu/county/54035.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,148,18,792,754,1036,1482,1604,25,25,4,2,28706,4732,649,48731,0,0,4313,97,0,208225,5668,0,0,29018,28161,23,246,93,0,18,335,142,28303,23,246,93,0,18,335,29018,5191,3221,3193,2582,29018,28876,11745,3086,0,0,0,-1,1,3,0,1,1,0,0,0,0,0,2016108695.68359,227447.800491102
3011,Jefferson,West Virginia,WV,54,54037,1.55038759689922,454.14,7.04088996849202,9.7,3.3,170.3688,2.24901460700209,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 8:06:59 PM, ,https://bao.arcgis.com/covid-19/jhu/county/54037.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,258,4,678,848,1593,2221,3137,25,25,5,3,56811,5403,983,75027,0,0,4313,97,0,208225,8477,2,0,56179,46896,3524,124,827,0,398,1299,3111,48887,3572,124,827,0,1142,1627,56179,10439,7130,6334,3119,56179,53068,23799,5358,2,3,0,1,3,0,4,3,1,3,4,2,8,0,916154776.34375,163558.308553354
3012,Kanawha,West Virginia,WV,54,54039,4.6189376443418,239.95,11.0831569264189,17.1,5.2,95.2041,2.24901460700209,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 8:04:59 PM, ,https://bao.arcgis.com/covid-19/jhu/county/54039.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,433,20,4553,4124,6588,8306,12436,822,1106,143,48,180454,30248,4263,41926,0,0,4313,97,0,208225,36007,12,0,185710,163003,13336,317,2050,0,112,4867,2025,164367,13461,322,2111,0,345,5104,185710,31061,20641,22805,15265,185710,183685,75196,20742,12,11,17,9,8,16,5,12,7,3,0,5,12,7,3841352255.36328,385502.734305454
3013,Lewis,West Virginia,WV,54,54041,9.09090909090909,137.29,12.4812780828757,17.3,5.7,92.3997,2.24901460700209,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 8:04:59 PM, ,https://bao.arcgis.com/covid-19/jhu/county/54041.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,22,2,379,401,531,930,955,220,220,6,2,16024,2718,373,40691,0,0,4313,97,0,208225,3196,-2,0,16276,15701,43,38,50,0,0,251,193,15875,43,38,50,0,19,251,16276,2937,1767,1828,1311,16276,16083,6548,1885,-2,2,2,0,0,0,0,0,0,0,0,1,0,2,1673027509.05469,210772.478942263
3014,Lincoln,West Virginia,WV,54,54043,0,43.69,0,23.3,6.9,90.2993,0,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 8:04:59 PM, ,https://bao.arcgis.com/covid-19/jhu/county/54043.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,9,0,0,0,0,0,0,0,0,0,0,20599,4756,494,39766,0,0,0,0,0,208225,0,0,0,21078,20629,84,0,34,10,0,141,180,20809,84,0,34,10,0,141,21078,3963,2220,2300,1523,21078,20898,8792,2280,0,0,-1,0,0,1,0,1,0,0,0,0,0,0,1840835359.64453,289147.171296219
3015,Logan,West Virginia,WV,54,54045,2.56410256410256,119.61,3.06682614162603,24.6,7,79.2361,2.24901460700209,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 8:04:59 PM, ,https://bao.arcgis.com/covid-19/jhu/county/54045.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,39,1,798,726,889,1369,2464,140,132,12,3,32607,7821,746,34894,0,0,4313,97,0,208225,6246,-1,0,33801,32428,558,117,34,6,0,355,303,32644,578,129,34,6,24,386,33801,5806,3592,3804,2413,33801,33498,14353,3833,-1,4,1,4,1,2,2,0,0,0,1,1,2,-1,1894109203.21875,283111.738894134
3016,McDowell,West Virginia,WV,54,54047,0,43.9,0,35.4,9.4,61.9737,2.24901460700209,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 8:05:27 PM, ,https://bao.arcgis.com/covid-19/jhu/county/54047.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,8,0,413,488,672,914,1335,124,49,7,2,18223,6386,422,27292,0,0,4313,97,0,208225,3822,0,0,19217,17036,1616,24,0,0,0,290,251,17084,1616,24,0,0,178,315,19217,3304,1899,2163,1573,19217,18966,8029,2249,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2197349081.39453,256440.412313707
3017,Marion,West Virginia,WV,54,54049,1.8348623853211,194.31,3.56525304383479,16.6,5.7,105.0093,0,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 8:04:59 PM, ,https://bao.arcgis.com/covid-19/jhu/county/54049.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,109,2,0,0,0,0,0,0,0,0,0,56097,9084,1439,46244,0,0,0,0,0,208225,0,-2,0,56497,52337,2043,199,360,0,272,570,716,52943,2049,199,360,0,294,652,56497,9434,8256,6517,4489,56497,55781,21636,6165,-2,3,10,2,1,5,2,17,1,4,3,2,2,4,1357107920.42969,183146.033926193
3018,Marshall,West Virginia,WV,54,54051,0,214.39,0,13.9,5.8,113.6836,2.24901460700209,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 8:07:28 PM, ,https://bao.arcgis.com/covid-19/jhu/county/54051.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,66,0,783,760,1123,1673,2240,70,59,9,2,30785,4200,824,50064,0,0,4313,97,0,208225,6579,1,0,31645,30612,310,131,78,34,0,161,319,30846,310,131,78,34,33,213,31645,5191,3362,3414,2666,31645,31326,13099,3913,1,2,5,3,6,4,1,2,0,0,1,0,1,-2,1373473382.98438,162335.532828997
3019,Mason,West Virginia,WV,54,54053,0,93.57,0,16.9,7,97.7565,2.24901460700209,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 8:04:59 PM, ,https://bao.arcgis.com/covid-19/jhu/county/54053.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,25,0,627,654,981,1435,1672,201,49,5,2,26718,4391,693,43050,0,0,4313,97,0,208225,5369,1,0,26939,26065,110,22,40,0,25,493,184,26241,110,22,40,0,25,501,26939,4652,2820,2958,2262,26939,26755,11140,3107,1,0,1,0,2,0,0,0,1,1,0,0,1,1,1897715644.21875,230799.05825159
3020,Mercer,West Virginia,WV,54,54055,0,106.54,0,22.7,6.3,85.9712,2.24901460700209,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 8:04:59 PM, ,https://bao.arcgis.com/covid-19/jhu/county/54055.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,63,0,1612,1472,2218,3137,4145,419,206,33,8,59131,13157,1320,37860,0,0,4313,97,0,208225,12584,1,0,60486,54644,3682,146,381,0,16,927,690,55138,3779,146,392,15,28,988,60486,10344,7233,7225,5302,60486,59796,23100,7282,1,0,0,1,2,2,0,7,2,3,0,1,5,2,1729563296.58594,182297.240183825
3021,Mineral,West Virginia,WV,54,54057,4.41176470588235,252.41,11.1358574610245,14.5,5.5,110.3093,2.24901460700209,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/31/2020 2:39:38 AM,The Governor issued a stay at home order on 3/30/20 until termination of state of emergency,https://bao.arcgis.com/covid-19/jhu/county/54057.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,68,3,667,662,933,1308,2050,25,25,4,2,26940,3793,676,48578,0,0,4313,97,0,208225,5620,0,0,27278,25655,944,3,111,0,69,253,243,25886,954,3,111,0,71,253,27278,4545,3485,2982,2262,27278,27035,10646,3358,0,3,1,2,1,3,0,0,1,0,0,0,1,0,1431242916.47656,256187.318738478
3022,Mingo,West Virginia,WV,54,54059,6.45161290322581,130.33,8.40866092074837,27,7.6,74.7468,0,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 8:04:59 PM, ,https://bao.arcgis.com/covid-19/jhu/county/54059.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,31,2,0,0,0,0,0,0,0,0,0,23785,6386,520,32917,0,0,0,0,0,208225,0,-1,0,24741,23714,655,16,22,0,134,200,0,23714,655,16,22,0,134,200,24741,4559,2643,2832,1573,24741,24741,10401,2733,-1,2,1,2,1,4,-1,0,0,1,0,-1,3,2,1758450274.61328,322346.08822195
3023,Monongalia,West Virginia,WV,54,54061,0.880281690140845,533.73,4.69836496899079,18.3,4.1,115.968,2.24901460700209,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 8:04:59 PM, ,https://bao.arcgis.com/covid-19/jhu/county/54061.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,568,5,1389,1480,2003,2881,4525,975,890,123,52,106420,18156,2178,51070,0,0,4313,97,0,208225,12278,29,0,105252,92582,3795,137,3770,0,361,2425,2182,94219,3795,137,3774,0,667,2660,105252,14606,25736,18029,4872,105252,103070,34603,7406,29,15,56,49,24,86,10,59,10,23,14,13,9,0,1599014803.41797,211335.284913191
3024,Monroe,West Virginia,WV,54,54063,0,112.95,0,14.9,4.8,86.6774,0,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 8:05:54 PM, ,https://bao.arcgis.com/covid-19/jhu/county/54063.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,15,0,0,0,0,0,0,0,0,0,0,13280,1960,277,38171,0,0,0,0,0,208225,0,0,0,13467,12941,122,73,0,0,0,210,121,13062,122,73,0,0,0,210,13467,2173,1319,1386,1318,13467,13346,5325,1946,0,0,0,0,0,0,-1,0,1,1,0,2,0,0,1954625454.29688,234080.858652
3025,Morgan,West Virginia,WV,54,54065,0,112.44,0,10.8,4.3,112.3734,2.24901460700209,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 8:06:36 PM, ,https://bao.arcgis.com/covid-19/jhu/county/54065.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,20,0,294,547,691,882,1448,41,25,4,2,17787,1894,341,49487,0,0,4313,97,0,208225,3862,0,0,17624,16826,126,105,17,0,24,258,268,17070,126,105,17,0,48,258,17624,2644,1853,1678,1532,17624,17356,7587,2330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002339075.42969,186001.017293737
3026,Nicholas,West Virginia,WV,54,54067,5,80.51,4.02544078576604,19,6.4,87.588,2.24901460700209,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 8:04:59 PM, ,https://bao.arcgis.com/covid-19/jhu/county/54067.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,20,1,545,628,979,1160,2050,105,49,6,2,24842,4659,600,38572,0,0,4313,97,0,208225,5362,-1,0,25324,24571,162,98,77,0,0,278,138,24588,201,98,77,0,82,278,25324,4289,2561,2748,2152,25324,25186,10364,3210,-1,0,5,0,1,0,0,1,0,1,1,2,0,0,2756132243.78906,299020.236510821
3027,Ohio,West Virginia,WV,54,54069,2.04081632653061,352.05,7.18476829122261,12.5,4.6,110.5613,2.24901460700209,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 8:07:28 PM, ,https://bao.arcgis.com/covid-19/jhu/county/54069.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,147,3,1324,1124,1560,1819,2999,408,317,35,8,41755,4953,982,48689,0,0,4313,97,0,208225,8826,-1,1,42547,39238,1708,78,318,0,84,652,469,39597,1708,90,318,0,120,714,42547,6635,5908,4746,4008,42547,42078,16432,4818,-1,8,2,16,9,3,0,2,3,2,3,4,5,2,483552475.828125,89682.5800911475
